class_curie,class_label,cluster_curie,cluster_label,labelset,cell_curie,cell_label,mapping_curie,mapping_label,mapping_type
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_221,221 LDT-PCG Vsx2 Lhx4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110281,LDT-PCG Vsx2 Lhx4 Glut neuron (Mmus),ensembl:ENSMUSG00000026468,Lhx4 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_271,271 NI-RPO Gata3 Nr4a2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110331,NI-RPO Gata3 Nr4a2 Gaba neuron (Mmus),ensembl:ENSMUSG00000026826,Nr4a2 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_225,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110285,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut neuron (Mmus),ensembl:ENSMUSG00000026826,Nr4a2 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_226,226 PRNc-PARN Tlx1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110286,PRNc-PARN Tlx1 Glut neuron (Mmus),ensembl:ENSMUSG00000025215,Tlx1 (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_238,238 NTS Phox2b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110298,NTS Phox2b Glut neuron (Mmus),ensembl:ENSMUSG00000012520,Phox2b (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110289,PB-NTS Phox2b Ebf3 Lmx1b Glut neuron (Mmus),ensembl:ENSMUSG00000012520,Phox2b (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_245,245 SPVI-SPVC Tlx3 Ebf3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110305,SPVI-SPVC Tlx3 Ebf3 Glut neuron (Mmus),ensembl:ENSMUSG00000010476,Ebf3 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110289,PB-NTS Phox2b Ebf3 Lmx1b Glut neuron (Mmus),ensembl:ENSMUSG00000010476,Ebf3 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110289,PB-NTS Phox2b Ebf3 Lmx1b Glut neuron (Mmus),ensembl:ENSMUSG00000038765,Lmx1b (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_243,243 PGRN-PARN-MDRN Hoxb5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110303,PGRN-PARN-MDRN Hoxb5 Glut neuron (Mmus),ensembl:ENSMUSG00000038700,Hoxb5 (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110307,MV-SPIV Phox2b Ebf3 Lbx1 Glut neuron (Mmus),ensembl:ENSMUSG00000025216,Lbx1 (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_248,248 MV-SPIV Zic4 Neurod2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110308,MV-SPIV Zic4 Neurod2 Glut neuron (Mmus),ensembl:ENSMUSG00000036972,Zic4 (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_251,251 NTS Dbh Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110311,NTS Dbh Glut neuron (Mmus),ensembl:ENSMUSG00000000889,Dbh (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110312,DMX VII Tbx20 Chol neuron (Mmus),ensembl:ENSMUSG00000031965,Tbx20 (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_258,258 SPVC Nmu Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110318,SPVC Nmu Glut neuron (Mmus),ensembl:ENSMUSG00000029236,Nmu (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_261,261 HB Calcb Chol,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110321,HB Calcb Chol neuron (Mmus),ensembl:ENSMUSG00000030666,Calcb (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_267,267 CS-PRNr-PCG Tmem163 Otp Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110327,CS-PRNr-PCG Tmem163 Otp Gaba neuron (Mmus),ensembl:ENSMUSG00000026347,Tmem163 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_268,268 CS-PRNr-DR En1 Sox2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110328,CS-PRNr-DR En1 Sox2 Gaba neuron (Mmus),ensembl:ENSMUSG00000074637,Sox2 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_272,272 LDT-PCG-CS Gata3 Lhx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110332,LDT-PCG-CS Gata3 Lhx1 Gaba neuron (Mmus),ensembl:ENSMUSG00000015619,Gata3 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_270,270 LDT-DTN Gata3 Nfix Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110330,LDT-DTN Gata3 Nfix Gaba neuron (Mmus),ensembl:ENSMUSG00000001911,Nfix (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_272,272 LDT-PCG-CS Gata3 Lhx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110332,LDT-PCG-CS Gata3 Lhx1 Gaba neuron (Mmus),ensembl:ENSMUSG00000018698,Lhx1 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_306,306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110366,SPVI-SPVC Sall3 Lhx1 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000018698,Lhx1 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_276,276 LDT-PCG St18 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110336,LDT-PCG St18 Gaba neuron (Mmus),ensembl:ENSMUSG00000033740,St18 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_277,277 DTN-LDT-IPN Otp Pax3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110337,DTN-LDT-IPN Otp Pax3 Gaba neuron (Mmus),ensembl:ENSMUSG00000004872,Pax3 (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_279,279 PSV Pax2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110339,PSV Pax2 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000004231,Pax2 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_300,300 PARN-MDRNd-NTS Gbx2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110360,PARN-MDRNd-NTS Gbx2 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000034486,Gbx2 (Mmus),gene
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_308,308 DCO Il22 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110368,DCO Il22 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000074695,Il22 (Mmus),gene
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_308,308 DCO Il22 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",CL:4300348,DCO Il22 Gly-Gaba cerebellar neuron (Mmus),ensembl:ENSMUSG00000074695,Il22 (Mmus),gene
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_311,311 CBX MLI Megf11 Gaba CS20230722_SUBC_311,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",CL:4300351,CBX MLI Megf11 Gaba molecular layer interneuron (Mmus),ensembl:ENSMUSG00000036466,Megf11 (Mmus),gene
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_311,311 CBX MLI Megf11 Gaba CS20230722_SUBC_311,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110371,CBX MLI Megf11 Gaba molecular layer interneuron (Mmus),ensembl:ENSMUSG00000036466,Megf11 (Mmus),gene
